ID,Name,Album,Release Date,Length (ms),Accousticness,Danceability,Energy,Instrumentalness,Valence,Liveliness,Loudness,Speechiness,Tempo,Time Signature,Popularity,Lyrics
5Y5c5bJK0O7KJDDAYKkppH,Lag Ja Gale Se Phir,Woh Kaun Thi,01-01-1964,257613,0.796,0.312,0.452,0.000874,0.391,0.286,-11.872,0.0391,132.485,3,56,"Lag Ja Gale Ki Phir Ye Hasin Raat Ho Na Ho Shaayad Phir Is Janam Men Mulaaqaat Ho Na Ho Lag Jaa Gale hellip; Ham Ko Mili Hain Aaj, Ye Ghadiyaan Nasib Se Ji Bhar Ke Dekh Lijiye Ham Ko Karib Se Phir Aap Ke Nasib Men Ye Baat Ho Na Ho Shaayad Phir Is Janam Men Mulaaqaat Ho Na Ho Lag Jaa Gale hellip; Paas Aaiye Ki Ham Nahin Aaenge Baar-Baar Baahen Gale Men Daal Ke Ham Ro Le Zaar-Zaar Aankhon Se Phir Ye Pyaar Ki Barasaat Ho Na Ho Shaayad Phir Is Janam Men Mulaaqaat Ho Na Ho Lag Ja Gale Ki Phir Ye Hassin Raat Ho Na Ho Shaayad Phir Is Janam Men Mulaaqaat Ho Na Ho Lag Jaa Gale hellip"
6clAHjokFftNtzUjOfH7WK,"Lag Ja Gale Se Phir (From ""Woh Kaun Thi"")",Diamonds Forever - Lata Mangeshkar,28-02-2018,257613,0.794,0.317,0.452,0.000884,0.395,0.285,-11.87,0.0389,132.477,3,43,"Lag ja gale ki phir Ye hasin raat ho na ho. Lag ja gale ki phir Ye hasin raat ho na ho Shayad phir is janam main Mulakat ho na ho Lag jaa gale, Ki phir ye hasin raat ho na ho Shayad phir is janam main Mulaqat ho na ho Lag jaa gale Ae...ae.... Hum ko mili hai aaj Ye ghadiya naseeb se, Hum ko mili hai aaj Ye ghadiya naseeb se, Ji bhar ke dekh leejiye Hamako kareeb se, Phir apke naseeb mein Ye baat ho na ho Shaayaad phir is janaam mein Mulaqat ho na ho Lag jaa gale Ae...ae.... Paas aiye ki hum nahin Ayenge baar baar, Paas aiye ki hum nahin Ayenge baar baar, Bahen gale mein daal ke Ham ro le zaar zaar, Ankhoon se phir ye Pyaar ki barsaat ho na ho Shayad phir is janam mein Mulaqat ho na ho, Lag ja gale ki phir Ye hasin raat ho na ho Shayad phir is janam mein Mulaqat ho na ho Lag jaa gale Ae...ae...."
6PrR5HyA5bTZZLWQmYhvoL,Loote Koi Man Ka Nagar,Abhimaan,27-07-1973,214209,0.869,0.459,0.611,0,0.425,0.28,-5.07,0.0441,133.037,3,41,"Aaha.. ho ho.. Loote koi man ka nagar ban ke mera sathi Loote koi man ka nagar ban ke mera sathi Kaun hai woh apno mein kabhi Aisa kahin hota hai, yeh to bada dhokha hai Loote koi man ka nagar ban ke mera sathi Yahin pe kahin hai mere man ka chor Nazar pade to bahiyan doon marod Yahin pe kahin hai mere man ka chor Nazar pade to bahiyan doon marod Jaane do jaise tum pyare ho Woh bhi mujhe pyara hai Jeene ka sahara hai Dekho ji tumhari yahi batiyan Mujhko hain tadpati Loote koi man ka nagar ho.. o.. Loote koi man ka nagar ban ke mera sathi Rog mere jee ka mere dil ka chain Sanwala sa mukhda aa.. uspe kaare nain Rog mere jee ka mere dil ka chain Sanwala sa mukhda aa.. uspe kaare nain Aise ko roke ab kaun bhala Dil se jo pyari hai, sajni hamari hai Kaah karoon main bin uske reh bhi nahi paati Loote koi man ka nagar ho.. o.. Loote koi man ka nagar ban ke mera sathi Loote koi man ka nagar ban ke mera sathi Sathi.. sathi.."
500H9ENeR5AYbKU1ScK6ME,Luka Chuppi,Rang De Basanti (Original Motion Picture Soundtrack),04-12-2005,396506,0.645,0.601,0.441,1.08E-06,0.202,0.0986,-8.946,0.0285,103.862,4,58,"[Chorus: Lata Mangeshkar] Luka chuppi bahut hui, saamne aa ja naa Kahan kahan dhoondha tujhe Thak gayi hai ab teri maa [Post-Chorus: Lata Mangeshkar] Aaja saanjh hui mujhe teri fikar Dhundhla gayi dekh meri nazar aa ja na Aaja saanjh hui mujhe teri fikar Dhundhla gayi dekh meri nazar aa ja na [Verse 1: A.R. Rahman] Kya bataoon maa kahan hoon main Yahan udne ko mere khula aasmaan hai Tere kisson jaisa bhola salona Jahan hain yahan sapno vala Meri patang ho befikar, udd rahi hai maa Dor koi loote nahin, beech se kaate na [Bridge: Lata Mangeshkar] Aaja saanjh hui mujhe teri fikar Dhundhla gayi dekh meri nazar aa ja na [Verse 2: Lata Mangeshkar] Teri raah take aankhiyaan Jaane kaisa kaisa hoye jiya Teri raah take aankhiyaan Jaane kaisa kaisa hoye jiya Dhire-dhire aangan utre andhera, mera deep kahan Dhalke suraj kare ishara chanda tu hai kahan Mere chanda tu hai kahan [Chorus: Lata Mangeshkar] Luka chuppi bahut huyi saamne aa ja naa Kahan kahan dhoondha tujhe Thak gayi hai ab teri maa [Post-Chorus: Lata Mangeshkar] Aaja saanjh hui mujhe teri fikar Dhundhla gayi dekh meri nazar aa ja na Aaja saanjh hui mujhe teri fikar Dhundhla gayi dekh meri nazar aa ja na [Verse 3: A.R. Rahman] Kaise tujhko dikhaun yahaan hai kya Maine jharne se paani maa tod ke piya hai Guchcha-guchcha kar khwabon ka uchal ke chuwa hai Chaaya liya bhali dhoop yahaan hai Naya-naya sa hai roop yahan Yahaan sab kuch hai maa phir bhi Lage bin tere mujhko akela [Outro: Lata Mangeshkar] Aaja saanjh hui mujhe teri fikar Dhundhla gayi dekh meri nazar aa ja na Aaja saanjh hui mujhe teri fikar Dhundhla gayi dekh meri nazar aa ja na Aaja saanjh hui mujhe teri fikar Dhundhla gayi dekh meri nazar aa ja na"
4MByDGEC9ne3YDNBecNtUt,Main Hasina Nazneena,Baazi,01-01-1968,186958,0.95,0.487,0.416,0.0363,0.774,0.177,-14.365,0.221,120.197,4,28,Main hasina nazneena Main hasina nazneena Koi mujhsa nahi Koi mujhsa nahi nahi Mai samina mah jabina Mai samina mah jabina Mujhme kya kya nahi Mujhme kya kya nahi nahi Mai kayamat ki pahchan hu Ek biijli or tufan hu Mai mohabbat hu iman hu Ek aashik ka arman hu Jo mere pas aaye Sukune dil paye Fir jaye na wo kahi kahi Main hasina nazneena Koi mujhsa nahi Koi mujhsa nahi nahi Mai hasu to chaman bhi khile Pyar ki jindagi bhi mile Mai jalu to patanga jale Maut mere kahe par chale Nigaho se mai khelu Are jisko bhi mai dekhu Wo jan dede wahi wahi Mai samina mah jabina Mai samina mah jabina Mujhme kya kya nahi Mujhme kya kya nahi nahi Pyar ki mai hu ek dasta Mere dam se hai dunia jawa Mai nahi to bahare kaha Mere bas me hai sara jaha Mai hu shola mai hu shabnam Mai hu nagma mai hu sargum Har chuke hai mere aage Ye chand or sitare Ye aasma ye jami Mai hasina mai shamina Koi mujhsa nahi Mujhme kya kya nahi nahi Mai hasina mai shamina Koi mujhsa nahi Mujhme kya kya nahi nahi
0wp4FnHlRsPvScOob6H71G,"Main Pyasa Tum Sawan - From ""Faraar""","The Legend Forever, Vol. 1",01-01-2012,236306,0.755,0.371,0.815,1.31E-05,0.516,0.584,-1.348,0.0378,90.352,4,37,Mai Pyasa Tum Sawan Mai Pyasa Tum Sawan Mai Dil Tum Meri Dhadkan Huna Hu To Hu Huna Hu To Mai Pyasi Tum Sawan Mai Pyasi Tum Sawan Mai Dil Tum Meri Dhadkan Huna Hu To Hu Huna Hu To Aankhu Ko Jab Band Karu Mai Aankhu Ko Jab Band Karu Mai Sapne Tumhare Aaye O Pyar Bina Ye Jiwan Fika Sapne Ye Samhjaye Man Se Man Ki Dori Ka Tumhi To Hu Bandhan Huna Hu To Hu Huna Hu To Maine Jab Jab Anjane Se Maine Jab Jab Anjane Se Dekhi Hath Ki Rekha Mai Batladu Us Rekha Me Tumne Mujhe Hi Dekha Mai To Ek Parchai Hu Tumhi Hu Mere Bandhu Huna Hu To Hu Huna Hu To Mai Pyasa Tum Sawan Mai Pyasa Tum Sawan Mai Dil Tum Meri Dhadkan Huna Hu To Hu Huna Hu To
1PsFblxEaNuT75rCZkMJob,Main To Tum Sang Nain Milake,Man-Mauji,01-01-1962,213066,0.881,0.308,0.439,0.00391,0.691,0.558,-9.126,0.0432,169.339,4,29,Main To Tum Sang Nain Milake Song Main To Tum Sang Nain Milake Lyrics Main To Tum Sang Nain Milake Lyrics Manmauji1962 Lata Mangeshkar 3 min 33 sec Play Song Main To Tum Sang Nain Milake Lyrics Main To Tum Sang Nain Milake Lyrics Play Song Lyrics Main toh tum sang nain mila Ke haar gayi sajana Haar gayi sajana Main toh tum sang nain mila Ke haar gayi sajana Haar gayi sajana Kyu jhuthe se preet lagayi Kyu jhuthe se preet lagayi Kyu chhaliye ko meet banaya Kyu aandhi me dip jalaya Main toh tum sang nain mila Ke haar gayi sajana Haar gayi sajana Sapne me jo baag lagaye Nind khuli to virane the Hum bhi kitne diwane the Main toh tum sang nain mila Ke har gayi sajana Haar gayi sajana Na milti ye bairan ankhiyaan Na milti ye bairan ankhiyaan Chain na jata dil bhi na rota Kash kisi se pyar na hota Main toh tum sang nain mila Ke haar gayi sajana Haar gayi sajana
3ClX9Fv2i4mzRUhWUxkpod,Man Kyoon Behka Re Behka Aadhi Raat Ko,Utsav (Original Motion Picture Soundtrack),10-06-1984,340000,0.936,0.58,0.469,0.00729,0.316,0.143,-7.557,0.0577,79.696,4,48,"Man kyon behka ri behka Man kyon behka ri behka aadhi raat ko Bela mehka ho Bela mehka ri mehka aadhi raat ko Ho man kyon behka ri behka aadhi raat ko Bela mehka ri mehka aadhi raat ko Kisne bansi bajaayee aadhi raat ko ? Ho kisne bansi bajaayee aadhi raat ko ? Jisne palken ho Jisne palken churaayee aadhi raat ko Ho man kyon behka ri behka aadhi raat ko Bela mehka ri mehka aadhi raat ko Jhanjhar jhamke sun jhamke Ho jhanjhar jhamke sun jhamke Jhanjhar jhamke sun jhamke Aadhi raat ko o o o Usko toko na roko, roko na toko, Toko na roko aadhi raat ko Ho laaj lage ri laage aadhi raat ko Laaj lage ri laage aadhi raat ko Dena sindoor ke soun aadhi raat ko Bela mehka ri mehka aadhi raat ko Ho man kyon behka ri behka aadhi raat ko Bela mehka ri mehka aadhi raat ko Baat kehte bane kya aadhi raat ko Aankh kholegi baat aadhi raat ko Baat kehte bane kya aadhi raat ko Aankh kholegi baat aadhi raat ko Humne pee chandni aadhi raat ko Ho ho humne pee chandni aadhi raat ko Chand aankhon mein aaya aadhi raat ko Bela mehka ri mehka aadhi raat ko Ho man kyon behka ri behka aadhi raat ko Bela mehka ri mehka aadhi raat ko Raat gunti rahegi aadhi baat ko Aadhi baaton ki peer aadhi raat ko Raat gunti rahegi aadhi baat ko Aadhi baaton ki peer aadhi raat ko Baat poori hai kaise aadhi raat ko Raat hoti ho Raat hoti shuru hai aadhi raat ko Man kyon behka ri behka aadhi raat ko Bela mehka ri mehka aadhi raat ko Ho man kyon behka ri behka Bela mehkaa ri mehka Man kyon behka Bela mehka Man kyon behka Bela mehka"
0y8GqdhKlBhiG7rAdQ7Jg7,Megha Re Megha Re,Pyaasa Sawan,28-08-1981,388760,0.974,0.383,0.46,0.494,0.584,0.587,-14.606,0.0576,83.64,4,35,"Megha re megha re, mat parades ja re Aj tu prem ka sndes barasa re Kahaan se tu aya, kahaan jaayega tu Ke dil ki agan se pighal jaayega tu Dhuan ban gayi hai khayaalon ki mahafil Mere pyaar ki jaane kahaan hogi mnzil Megha re megha re, mere gam ki tu dawa re Aj tu prem ka sndes barasa re Barasane lagin hain bunden, tarasane laga hai man Jra koi bijali chamaki, larajane laga hai man Aur na dara tu mujhako o kaale kaale ghan Mere tan ko chhu rahi hai, prit ki pahali ki pawan Megha re megha re, meri sun le tu sada re Aj tu prem ka sndes barasa re Man ka mayura aj magan ho raha hai Mujhe aj ye kya sajan ho raha hai Umngon ka saagar umadne laga hai Baabul ka angan bichhadne laga hai N jaane kahaan se hawa a rahi hai Uda ke ye hamako liye ja rahi hai Ye rut bhigi bhigi bhigone lagi hai Ke mithhe se nashtar chubhone lagi hai Chalo aur duniya basaayenge ham tum Ye janmon ka naata nibhaayenge ham tum Megha re megha re, de tu hamako dua re Aj tu prem ka sndes barasa re"
4Jn0ZgK5JjKe8SKa9oaHQX,Mendichya Panavar - 1971,Lata Mangeshkar - Marathi Songs,31-07-2006,72973,0.985,0.376,0.555,0.898,0.828,0.442,-8.378,0.0483,179.679,4,29,mendichya panavar man ajun jhulate ga mendichya panavar man ajun jhulate ga jaichya pakallyans dav ajun salate ga mendichya panavar man ajun jhulate ga jhuljhulato angnat toch gaar vaara jhuljhulato angnat toch gaar vaara hulhulato tulshicha ajun deh saara ga mendichya panavar man ajun jhulate ga ajun tujhe haldiche ang ang pivale ga ajun tujhe haldiche ang ang pivale ga ajun tujhya dolyatil mothepan kavale ga kavale ga mendichya panavar man ajun jhulate ga jaichya pakallyans dav ajun salate ga mendichya panavar man ajun jhulate ga
3n0ib1sqaMLwxIJWwzabHz,Mera Dil Ab Tera Ho Sajna,Dil Apna Aur Preet Parai,01-01-1960,338693,0.787,0.433,0.644,0.000216,0.655,0.375,-5.668,0.147,104.246,4,37,"Mera dil ab tera, o saajana Kaisa jaadu fera, o saajana Nain hamaare tum sng laage, tum sng prit hamaari Man bhaaye tum jaano na jaano, jaane hai duniya saari Koi aur na mera, o saajana Morani ban ke raah taku main, tum baadal ban chhaao Mere pyaase rom rom pe, ras barasaate jaao Tera dil men basera, o saajana Pyaar ka bndhan janam janam ka, saans ke sng hi tute Saare hi rng fike pad jaae, pyaar ka rng na chhute Tu ne tanaman ghera, o saajana"
30zPrMcT9QfmsEkpooGNN3,Mere Mehboob Men Kya Nahin,Mere Mehboob,01-01-1963,252720,0.994,0.387,0.372,0.0179,0.832,0.313,-11.314,0.0509,164.413,3,22,Mere mehabub men kya nahin Wo to laakhon men hai ek hasin Mere mehabub men kya nahin Bholi surat ada naajnin Mera mehabub ek chaand hai husn apana nikhaare hue Asamaan ka farishta hai wo rup insaan ka dhaare hue Rashk-e-jannat hai wo mahajabin Maah ho anjum ho ya kahakashaan Sabase pyaara hai mera sanam Usake jalawon men hai wo asar Hosh ud jaae alla kasam Dekh le gar use tu kahin Mera mehabub hai jaan-e-man Sarw-kd maah-ru gul-badan Mera dilabar hai aisa jawaan Ho bahaaron men jaise chaman Usaki chaalon men aisi lachak Jaise fulon ki daali hile Usaki awaaj men wo khanak Jaise shishe se shisha mile Usake andaaj hai dilanashin Tere afasaanon men meri jaan Hai jhalak mere afasaanon ki Daastaanen hai milati hui Allaah ham donon parawaanon ki Ek hi shamma ho n kahin
1eG9aONJV3oJrvJtAbJvGJ,Mere Mehboob Tujhe Meri Muhabbat,Mere Mehboob,01-01-1963,283190,0.994,0.543,0.191,0.262,0.499,0.118,-12.243,0.0413,147.892,4,36,Mere mehboob tujhe meri mohabbat ki kasam Mere mehboob tujhe meri mohabbat ki kasam Fir mujhe nargisi aankhon ka sahara de de Mera khoya hua rangeen nazara de de Mere mehboob tujhe mere mohobbat ki kasam Bhool sakti nahin aankhen woh suhana manzar Jab tera husn mere isha se takraraya tha Aur fir raaho mein bikhare the hazaron nagamein Mein woh nagame teri aawaz ko de aaya tha Saaz-e-dil ko unhi geeton ka sahara dede Mere khoya hua rangeen nazara de de Mere mehboob tujhe mere mohobbat ki kasam Yaad hain mujhko meri umr ki pehli woh ghadi Tere aankhon se koi jaam piya tha maine Meri ragh ragh mein koi bark si leherayi thi Jab tere marmari haathon ko chua tha maine Aa mujhe fir unhi haathin ka sahara de de Mera khoya hua rangeen nazara de de Mere mehboob tujhe mere mohobbat ki kasam Dhoondta hoon tujhe har raah mein har mehfil mein Thakl gaye hain meri majboor tammna ke kadam Aaj ka din meri umeed ka hain aankhri din Kal na jane mein kaha aur kaha tu hon sanam Do ghadi apni nigahon ka sahara de de Rangeen nazara de de Mere mehboob tujhe mere mohobbat ki kasam Saamne aake jara parda utha de rukh se Ek yehi mera ilag-e-ghum-e-tanhai hain Teri furkat mein pareshan kiya mujhko Ab to mil jaa ke meri jaan pe ban aayi hain Dil ko bholi hiu yaadon ka sahara de de Mera khoya hua rangeen nazara de de Mere mehboob tujhe mere mohobbat ki kasam Mere mehboob tujhe
05O3dK5DA2lS5CyTjUPfuy,"Mere Peeko (Waqt Beeja Tha), Pt. 1 - From ""Ghulami""","The Golden Melodies, Vol. 2",01-07-2014,290613,0.896,0.522,0.484,0.00743,0.752,0.175,-11.442,0.0291,103.301,4,21,Mere pee ko pawan kis gali le chali Mere pee ko pawan kis gali le chali Koi roko meri zindagi le chali Mere pee ko pawan kis gali le chali Koi roko meri zindagi le chali Mere pee ko pawan kis gali le chali Mere pee ko Mujhse ruthi kahi aur ye jud gayi Mujhse ruthi kahi or ye jud gayi Zindagi ajnabi rasta mud gaye Zindagi ajnabi rasta mud gaye Ek ummid thi akhiri le chali Mere pee ko pawan kis gali le chali Koi roko meri zindagi le chali Mere pee ko pawan kis gali le chali Mere pee ko mere pee ko
6Vc2mGEmrS6UudUme39ZCr,Mile Mile Do Badan - Blackmail / Soundtrack Version,The Legend Forever - Lata Mangeshkar - Vol.5,01-01-2012,282306,0.857,0.389,0.67,0.000288,0.504,0.113,-3.988,0.0389,113.958,4,19,"Mile Mile Do Badan, Khile Khile Do Chaman Yeh Jindagi Kam Hi Sahi, Koyi Gum Nahi Mile Mile Do Badan, Khile Khile Do Chaman Yeh Jindagi Kam Hi Sahi, Koyi Gum Nahi, Koyi Gum Nahi Der Se Aayi Aayi Toh Bahaar, Angaaron Pe Sokar Jaaga Pyaar Tufaano Mein Phul Khilaaye Tufaano Mein Phul Khilaaye Kaisa Yeh Milan Mile Mile Do Badan, Khile Khile Do Chaman Yeh Jindagi Kam Hi Sahi, Koyi Gum Nahi, Koyi Gum Nahi Honth Wahi Hai Hai Wahi Muskaan, Abb Tak Kyun Kar Dabe Rahe Armaan Beete Dino Ko Bhul Hi Jaayein Beete Dino Ko Bhul Hi Jaayein, Abb Hum Tum Sajan Mile Mile Do Badan, Khile Khile Do Chaman Yeh Jindagi Kam Hi Sahi, Koyi Gum Nahi, Koyi Gum Nahi"
5eij7xjeKfMcCslKbmfgpE,Mil Gaye Mil Gaye Aaj Mere Sanam,Kanyadaan,01-01-1968,275539,0.915,0.499,0.624,0.00236,0.883,0.127,-7.883,0.108,102.859,4,42,Mil gaye mil maye aaj mere sanam Mil gaye mil maye aaj mere sanam Aaj mere zamin par nahin hain kadam Aaj mere zamin par nahin hain kadam Mil gaye mil maye aaj mere sanam Mil gaye mil maye aaj mere sanam Aaj mere zamin par nahin hain kadam Aaj mere zamin par nahin hain kadam Ai nazaaro zara kaam itana karo Ai nazaaro zara kaam itana karo Tum meri maang men aaj moti bharo Tum meri maang men aaj moti bharo Ik ujaalaa huaa dhal gai shaam-e-gam Ik ujaalaa huaa dhal gai shaam-e-gam Aaj mere zamin par nahin hain kadam Mil gaye mil maye aaj mere sanam Mil gaye mil maye aaj mere sanam Aaj mere zamin par nahin hain kadam Aaj mere zamin par nahin hain kadam Wo kahaan chhup rahe the main hairaan thi Wo kahaan chhup rahe the main hairaan thi Meri sadiyon se unase hi pahachaan thi Meri sadiyon se unase hi pahachaan thi Aise qisse zamaane men hote hain kam Aise qisse zamaane men hote hain kam Aaj mere zamin par nahin hain kadam Mil gaye mil maye aaj mere sanam Mil gaye mil maye aaj mere sanam Aaj mere zamin par nahin hain kadam Aaj mere zamin par nahin hain kadam Umr bhar ki tadap ko karaar aa gaya Umr bhar ki tadap ko karaar aa gaya Unase aankhen milin Mujhako pyaar aa gaya Unase aankhen milin Mujhako pyaar aa gaya Yaad karati rahi main unhen dam ba dam Yaad karati rahi main unhen dam ba dam Aaj mere zamin par nahin hain kadam Mil gaye mil maye aaj mere sanam Mil gaye mil maye aaj mere sanam Aaj mere zamin par nahin hain kadam Aaj mere zamin par nahin hain kadam
2rhkXGVSAPLyDChG4DiPf3,"Mujhe Chu Rahi Hain Teri Garam Sansen - From ""Swayamvar""",Audiobiography,01-01-2012,256000,0.929,0.61,0.291,0.0379,0.485,0.0805,-11.118,0.0289,113.532,4,47,Mujhe chhu rahi hain teri garm saansein Mere raat aur din mehakne lage hain Teri narm saanson ne aise chhua hai Ke mere to paaon behakne lage hain Labon se agar tum bula na sako to Nigahon se tum naam lekar bula lo Tumhari nigaahein bahut bolti hain Zara apni aankhon pe palkein gira do Mujhe chhu rahi hain teri garm saansein Mere raat aur din mehakne lage hain Pata chal gaya hai ke manzil kahan hai Chalo dil ke lambe safar pe chalenge Safar khatm kar denge hum to wahin par Jahan tak tumhare kadam le chalenge Mujhe chhu rahi hain teri garm saansein Mere raat aur din mehakne lage hain Teri narm saanson ne aise chhua hai Ke mere to paaon behakne lage hain Second Version Mujhe chhu rahi hain teri garm saansein Mere raat aur din mehakne lage hain Jis dil mein baste the toofan ke baadal Wahan ab ishq ke diye jal rahe hain Gumraah phirta tha main ek khoya parwana Tere dil ki shama ne maqsad diya mujh ko Jo sapne the murda taariki mein khoye Is mohabbat ki roshni se jeene lage hain Kaanton se bhara tha yeh safar mera Tere dam se gulabon ka farsh bichh gaya Woh phool jo kabhi bhi khil na sake the Aaj shabnam ki badaulat muskura rahe hain Vaada hai yeh mera na chhodunga sath tera Marte dam tak tera sath doonga Jis rooh pe log taras khaate the Aaj farishte bhi mujhse ishq karne lage hain Mujhe chhu rahi hain teri garm saansein Mere raat aur din mehakne lage hain
1eCbHCqnuqmBrSin8GbSFz,Mujhe Dard Rahta Hai,Dus Numbri,17-04-1976,508986,0.747,0.412,0.47,0,0.702,0.237,-8.033,0.28,79.029,4,22,"Mujhe Dard Rehta Hai Dil Me Dard Rehta Hai, Achha Mujhe Bhukh Nahi Lagti Mujhe Pyas Nahi Lagti, Bapre Sara Din Tadapti Hun, Sari Raat Jagati Hun Jaane Kya Huwa Mujhko, Koi De Dawa Mujhko Mujhe Dard Rehta Hai, Dil Me Dard Rehta Hai Mujhe Dard Rehta Hai, Dil Me Dard Rehta Hai Sara Din Tadapti Hun, Sari Raat Jagti Hun Jaane Kya Huwa Mujhko,Koi De Dawa Mujhko Mujhe Dard Rehta Hai, Dil Me Dard Rehta Hai Toh Hari Naam Ko Jaap Ke Gangajal Pi Lena Are Toh Har Naam Ko Jap Ke Gangajal Pi Lena Pee Kar Phir Aaram Se Jaan Jug Jug Jee Lena Yaad Phir Bhi Naa Mile Tujhe Aaram To Raksha Kare Teri Siyaram Siyaram, Siyaram Siyaram Teri Dillagi Haay Haay Ek Aankh Naa Bhaye, Bhaye Bhaye Teri Dillagi Haay Haay Ek Aankh Naa Bhaye, Bhaye Bhaye Mujhe Rog Bhari Hai, Hai Hai Badi Bekarari Hai Hai Hai Jab Dil Dhadakta Hain Jaise Dankh Lagta Hai Jiya Talmalata Hain Rab Yad Aata Hai Teri Dillagi Haay Ek Aankh Naa Bhaye Hai Bura Aankh Kaa Rog Sundari Sudh Ishak Lena Hai Bura Aankh Kaa Rog Sundari Sudh Ishak Lena Surma Bandh Sham Saver Lena Yad Phir Bh Ho Wah Subaho Sham Toh Raksha Kare Teri Siyaram Siyaram Hey Ram Kya Hoga Anjaam Kya Hoga Aawaj Du Kisko Koi Tham Le Mujhko Bechain Phirti Hu, Uthati Hu Girati Hu Ek Sans Aati Hai, Ek Sans Jati Hai Hey Ram Kya Hoga Anjaam Kya Hoga Arey Jatadhaar Ke Naam Balike Ek Rassi Lena Arey Jatadhaar Ke Naam Balike Ek Rassi Lena Aur Gale Me Phanda Dalke Har Dukh Se Mukti Lena Yadi Phir Bhi Naa Bane Tera Kaam Toh Raksha Kare Teri Siyaram, Siyaram Siyaram Siyaram Nahi Maut Bhi Aati Tujh Se Hai Ghabhrati Nahi Maut Bhi Aati Tujh Se Hai Ghabrati Main Kya Buri Aisi Jaanu Kya Main Pardesi Haay Tere Liye Dil Dhadka Phir Naam Le Ishwar Ka Arjun Arjun Arjun Arjun Mere Arjun Arjun Arjun Arjun Arjun Arjun Mere Arjun Arjun Rah Jo Yah Uljhan Toh Ban Jaungi Jogan Abhi Jake Bajar Se Bhagwa Chundri Le Aana Abhi Jake Bajar Se Bhagwa Chundri Le Aana Yadi Phir Bhi Too Phir Dil Ko Tham Toh Raksha Kare Teri Siyaram Siyaram Siyaram Mujhe Dard Rehta Hai Dil Me Dard Rehta Hai Siyaram Siyaram Siyaram Siyaram Mujhe Bhukh Nahi Lagti Mujhe Pyas Nahi Lagti Siyaram Siyaram Siyaram Siyaram Siyaram Siyaram Siyaram Siyaram"
5qVCHeSGFBLhteQExSWiHH,Mujhe Mil Gaya Bahana,Barsaat Ki Raat,01-01-1960,200364,0.98,0.615,0.337,0.072,0.905,0.102,-10.126,0.191,106.733,4,38,"Mujhe mil gaya bahaana teri did ka Kaisi khushi le ke aya chaand id ka Julf machal ke khul khul jaae Chaal men masti ghul ghul jaae Aisi khushi aj mili, aj mili aisi khushi Ankhon men naam nahin nind ka Jaagati ankhen bunati hain sapane Tujh ko bithha ke pahalu men apane Dil ki lagi aisi badhi, aisi badhi dil ki lagi Ankhon men naam nahin nind ka Ate hi tere chataki hain kaliyaan Dil ban ban ke dhadaki hain galiyaan Aisi saji raat meri, raat meri aisi saji Ankhon men naam nahin nind ka"
6aB3CgiqbgZLHKf48L5HIY,"Mujhse Bhala Yeh Kajal - From ""The Train""","Audiobiography, Vol. 2",01-01-2013,325106,0.778,0.458,0.737,0.000236,0.691,0.151,-4.723,0.0456,82.515,4,23,Mujhse bhala ye kajal tera Mujhse bhala ye kajal tera nain base din-rain Ni soniye -  Ho chhod bedardi aanchal mera Ho chhod bedardi aanchal mera ho gai mai bechain Re soneya -  Naam ki tu hai meri sajniya naam ka hu tera piya o Reshami lat se khele ye gajara door se tarase mera jiya Na na Ha ha Tauba Tauba kaisi Naam hai premi pagal tera to sang lage nain Re soneya -  Prem gali me hoga na balma tujhsa diwana aur koi o Chain udana neend churana seekhe tujhse chor koi Na na Ha ha gori Kya hai sainya Hu mai to ghayal tera tadpoon sari rain Ni soniye -  Chhod bedardi aanchal Chahe pavan ho chahe kiran ho chhune na dunga tera badan Jalata hai man to man me chhupa ke rakh le mujhe tu mere sajan Na na Ha ha rani Kya hai raja Ha roop barsata badal tera pyase hai nain Ni soniye - 
4jBTjqNfB65zLtHrFmYm3S,Naam Goom Jayega,Kinara,01-01-1977,335306,0.953,0.324,0.283,0.000567,0.512,0.25,-13.555,0.0344,90.493,4,44,"Naam gum jaaega, chehara ye badal jaaega Meri awaaj hi pahachaan hai, gar yaad rahe Wakt ke sitam kam hasin nahin Aj hai yahaan kal kahin nahin Wakt se pare agar mil ge kahin Meri awaaj hi... Jo guzar gi kal ki baat thi Umr to nahin ek raat thi Raat ka sira agar fir mile kahin Meri awaaj hi... Din dhale jahaan raat paas ho Zindagi ki lau unchi kar chalo Yaad ae gar kabhi ji udaas ho Meri awaaj hi..."
