ID,Name,Album,Release Date,Length (ms),Accousticness,Danceability,Energy,Instrumentalness,Valence,Liveliness,Loudness,Speechiness,Tempo,Time Signature,Popularity,Lyrics
4M6QtwT7kFCMqztO4E96kk,Tujhse Naraz Nahin Zindagi - Lata Mangeshkar,Masoom,31-12-1982,220106,0.308,0.611,0.292,0.00256,0.65,0.185,-12.809,0.0283,96.937,4,55,"Tujhse naaraz nahin zindagi Hairan hun main Ho..o. hairan hun main Tere maasum sawaalon se Paresan hun main Ho..o. paresan hun main Tujhse naaraz nahin zindagi Hairan hun main Ho..o. hairaan hun main Tere maasum sawaalon se Paresan hoon main Ho..o. paresan hun main Jeene ke liye socha hi nahin Dard sambhalane honge Jeene ke liye socha hi nahin Dard sambhalane honge Muskurayein to muskurane ke Karz utarne honge Ho muskuraun kabhi to lagta hai Jaise honthon pe karz rakha hai Ho..o Tujhse naraz nahin zindagi Hairan hun main Ho..o hairan hun main Zindagi tere gam ne hamein Rishte naye samajhaye Zindagi tere gam ne hamein Rishte naye samajhaaye Mile jo hamein dhoop mein mile Chaanv ke thande saaye Tujhse naaraaz nahin zindagi Hairan hun main Ho..o hairan hun main Aaj agar bhar aayi hain Boondein baras jayengi Aaj agar bhar aai hain Boondein baras jaayengi Kal kyaa pataa inke liye Aankhein taras jaayengi Ho..o.. jaane kab gum hoya Kahaan khoya Ek ansuun chhupake rakha tha Ho..o tujhse naaraaz nahin zindagi Hairan hun main Ho..o hairan hun main Tere masoom sawalon se Paresan hun main, Ho..o.. paresan hun main O paresan hun main Ho..O..paresan hun main"
4tWGrZGr0YYB52qOL1nfzC,Tu Kahan Gayee Thi,Dharam Karam,01-12-1975,305066,0.943,0.561,0.6,1.11E-06,0.808,0.168,-8.807,0.128,90.95,4,21,Tu kaha gayi thi tera Mar jaye sawariya Tu kaha gayi thi tera Mar jaye sawariya Chidiya jaisi udti firti Kya mastani gudiya Tu kaha gayi thi tera Mar jaye sawariya Tu kaha gayi thi tera Mar jaye sawariya Tu kaha gaya tha teri Mar jaye sajaniya Tu kaha gaya tha teri Mar jaye sajaniya Ulta chor kotwal ko dante Ho gayi kaisi duniya re Tu kaha gaya tha teri Mar jaye sajaniya Tu kaha gaya tha teri Mar jaye sajaniya Kaha mai gaya tha Mai to gaya tha Karne ser chaman me ho Khadi thi waha pe ek hasina Masti bhar ke badan me Mai bhi zara phir uske gale se Lipata pagal pan me ho Aage iske kuch bhi nahi Tu pad gayi kis uljhan me To baki raha kya To baki raha kya Yahi sochu mai bawariya Tu kaha gayi thi o tera Mar jaye sawariya Kaha mai gayi thi Mai to gayi thi Karne ser gali me ho Ek rangila mil gaya aisa Uski aur chali mai Pkadi jo usne meri kalayi Kya kahu kaise khili mai Ho aage iske kuch bhi nahi Tu pad gaya kis uljhan me To baki raha kya To baki raha kya Ho bolo meri gulbdaniya Tu kaha gaya tha teri Mar jaye sajaniya Teri kasam hai mai to gaya Tha pyari bate karne ho Aur kasam hai mai bhi gayi thi Tere hi pichhe marne ho Aage pichhe kuch bhi nahi Hum pad gaye kis uljhan me Hum kaha gaye the Jane hai sari ngariya Hum kaha gaye the Hum kaha gaye the Jane hai sari ngariya Hum kaha gaye the
5PA6sNZtSjyG7uwgs68Tz7,Tumko Hamari Umar Lag Jaye,Ayee Milan Ki Bela,01-01-1964,197093,0.927,0.55,0.449,0.104,0.895,0.132,-9.928,0.0873,147.731,3,24,"Tumhen aur kyaa duun main dil ke sivaay Tum ko hamaari umar lag jaaye Tum ko hamaari umar lag jaaye Tumhen aur kyaa duun main dil ke sivaay Tum ko hamaari umar lag jaaye Tum ko hamaari umar lag jaaye Muraaden ho puri, saje har tamanna Muhabbat ki duniya ke, tum chaand ban na Bahaaron ki manzil pe, hasana hasaana Khushi mein hamaari bhi, aawaaz sun na Kabhi zindagi mein koi gham na aaye Tum ko hamaari umar lag jaaye Tum ko hamaari umar lag jaaye Tumhen aur kya dun main dil ke sivaay Tum ko hamaari umar lag jaaye Tum ko hamaari umar lag jaaye Mujhe jo khushi hai, tumhen kya bataaun Bhala dil ki dhadkan ko, kaise chhipaaun Kahin ho na jaaun, khushi se main paagal Tumhen dekh kar, aur bhi muskuraaun Khuda dil jalon ki, nazar se bachaaye Tum ko hamaari umar lag jaaye Tum ko hamaari umar lag jaaye Tumhen aur kya dun main dil ke sivaay Tum ko hamaari umar lag jaaye Tum ko hamaari umar lag jaaye Sitaaron se uncha ho, rutaba tumhaara Bano tum har ik zindagi, ka sahaara Tumhen jis se ulfat ho, mil jaaye tum ko Samajh lo hamaari, du’a ka ishaara Muqaddar tumhaara, sada jag magaaye Tum ko hamaari umar lag jaaye Tum ko hamaari umar lag jaaye Tumhen aur kya dun main dil ke sivaay Tum ko hamaari umar lag jaaye Tum ko hamaari umar lag jaaye"
2WgeD9NMCPYtpea8NJrkEp,Tum Meri Zindagi Mein Kuchh - Unreleased Version,Bombay To Goa,03-03-1972,301560,0.976,0.369,0.414,9.12E-06,0.492,0.101,-8.312,0.0437,146.222,3,22,Tum Meri Jindagi Mein Kuchh Iss Tarah Se Aaye Bhula Sa Khaab Jaise Sach Hoke Muskuraaye Tum Meri Jindagi Mein Kuchh Iss Tarah Se Aaye Bhula Sa Khaab Jaise Sach Hoke Muskuraaye Bhuli Bisari Kitani Yaadein Aaj Gale Milane Aayi Hai Anjaane Baagon Se Chunkar Kaliya Daaman Mein Laayi Hai Kitane Suhaane Safar Ki Kabhi Manjil Aane Paaye O O O Tum Meri Jindagi Mein Kuchh Iss Tarah Se Aaye Bhula Sa Khaab Jaise Sach Hoke Muskuraaye Rukati Badhati Dil Ki Dhadkan Kehati Hai Kitane Afsaane Dil Ke Saagar Kitane Gehare Dil Hi Samhajhe Dil Hi Jaane Aaye Samajh Mein Yeh Tab Jab Umrr Beet Jaaye O O O Tum Meri Jindagi Mein Kuchh Iss Tarah Se Aaye Ho O O O Bhula Sa Khaab Jaise Sach Hoke Muskuraaye
6qRBdi6U53u99qX7Wkv9ae,Tum Mujhe Yun Bhula Na Paoge - Lata Mangeshkar,Pagla Kahin Ka,01-01-1970,315973,0.977,0.51,0.305,0.0087,0.36,0.0854,-13.334,0.0449,104.104,4,25,Tum mujhe yun bhula na paaoge Jab kabhi bhi sunoge git mere Sng-sng tum bhi gunagunaaoge Biti baaton ka kuchh khyaal karo Kuchh to bolo kuchh hamase baat karo Raaz-e-dil main tumhe bata dungi Main tumhaari hun maan jaaoge Meri khaamoshiyon ko samajho tum Zindagi yaad men gujaari hai Main miti hun tumhaari chaahat main Aur kitana mujhe mitaaoge Dil hi dil men tum hi se pyaar kiya Apane jiwan ko bhi nisaar kiya Kaun tadpa tumhaari raahon men Jab ye sochoge jaan jaaoge
4OMMviucaOfmwbK2f5YBUx,Tum To Pyar Ho Sajna,Sehra,01-01-1963,264520,0.915,0.48,0.394,0.363,0.636,0.692,-15.247,0.0413,90.646,4,40,Tum to Tum to pyaar ho sajana Tum to pyaar ho Mujhe tumse Pyara aur naa koyi Tum to pyaar ho sajana Tum to pyaar ho sajani Tum to pyaar ho Mujhe tumse Pyara aur naa koyi Tum to pyaar ho Kitanaa hai pyaar Hum se itanaa bataa do Anbar pe taare jitane Itanaa samajh lo Sach meri kasam Teri kasam teri Yaad mujhe loote Qasamein to khaane Waale hote hain jhoothhe Chalo jaao hato jaao Dil kaa daaman chhodo Tum to pyaar ho sajani Tum to pyaar ho Mujhe tumse Pyara aur naa koyi Tum to pyaar ho Aa ke naa jaaye Kabhi aisi bahaar ho Tum bhi humaare liye Jiwan singaar ho Sach meri kasam Teri kasam too hai Aankh ke til mein Tum bhi chhupi ho Mere shishaa e dil mein Mere humadam Mere humadam Meri baat to maano Tum to pyaar ho sajana Tum to pyaar ho Mujhe tumse Pyara aur naa koyi Tum to pyaar ho sajana Tum to pyaar ho sajani Tum to pyaar ho sajana O sajani Tum to pyaar ho
5Zy8v77I71nTlJXsfcWnu1,Tu Pyar Tu Preet - Tera Mera Juda Hona,Paraya Dhan,01-01-1971,296173,0.911,0.48,0.459,0,0.662,0.159,-9.698,0.0446,92.146,4,33,"Tu pyaar, tu prit, tu chaand, tu raat Jina marana saath, tera mera juda hona mushkil hai Tu pyaar, haan tu prit, haan tu chaand, haan tu raat Jina marana saath, tera mera juda hona mushkil hai Tu saaj, tu git, haan tu rup, haan tu rng Chhute na yah sng tera mera juda hona mushkil hai Tu pyaar Baat aj ki to ye nahin, bhul jaae jo wo ye nahin Nayi hai jindagaani, hai sadiyo puraani hamaari mulaakaat Tera mera juda hona mushkil hai Tu saaj, tu git, haan tu rup, haan tu rng Chhute na yah sng tera mera juda hona mushkil hai, tu pyaar Dur dur ab rahana nahin, aj aur kuchh kahana nahin Na lage ab jiya re, kahe ko tere dwaare main le aun baaraat Tera mera juda hona mushkil hai Tu pyaar, haan tu prit, haan tu chaand, haan tu raat Jina marana saath, tera mera juda hona mushkil hai, tu pyaar Raat aur din dhalate rahe, saath saath ham chalate rahe Bane ham aise saathi ke jaise diya baati, dil men hai ye umng Tera mera juda hona mushkil hai Tu pyaar, haan tu prit, haan tu chaand, haan tu raat Jina marana saath, tera mera juda hona mushkil hai, tu pyaar"
6njT3Qlii2wk08T3A4DYXX,Unko Yeh Shikayat Hai Ki,Adalat (Original Motion Picture Soundtrack),31-12-1958,276514,0.979,0.366,0.504,0.309,0.388,0.106,-7.589,0.0447,106.164,4,15,Un ko ye shikayat hai ke Ham kuchh nahi kahate Kuchh nahi kahate Un ko ye shikayat hai ke Ham kuchh nahi kahate Kuchh nahi kahate Apani to ye aadat hai ke Ham kuchh nahi kahate Kuchh nahi kahate Un ko ye shikayat hai Majabur bahaut karta Hai ye dil to zubaa ko Ye dil to zubaa ko Majabur bahaut karta Hai ye dil to zubaa ko Ye dil to zubaa ko Kuchh aisi hi haalat hai Ke ham kuchh nahi kahate Kuchh nahi kahate Un ko ye shikayat hai Kahane ko bahaut kuchh Tha agar kehane pe aate Kehane pe aate Kahane ko bahaut kuchh Tha agar kehane pe aate Kehane pe aate Duniya ki inaayat hai ke Ham kuchh nahi kahate Kuchh nahi kahate Un ko ye shikayat hai Kuchh kehane pe tufan Utha leti hai duniya Utha leti hai duniya Kuchh kehane pe tufan Utha leti hai duniya Utha leti hai duniya Ab isape qayamat hai ke Ham kuchh nahi kahate Kuchh nahi kahate Un ko ye shikayat hai Ke ham kuchh nahi kahate Kuchh nahi kahate Apani to ye aadat hai Ke ham kuchh nahi kahate Kuchh nahi kahate Un ko ye shikayat hai
5xkUKF8bx9lon72L0k7q6t,Vada Karo Jaanam,Sabse Bada Rupaiya (Original Motion Picture Soundtrack),01-12-1976,307040,0.979,0.348,0.718,0.0316,0.658,0.187,-5.019,0.0356,96.583,4,24,Wada karo jaanam na chhodege Ye daaman zamana chaahe chhute Baandhi hai jo dil me ab Ye dor zindagi bhar na tute Wada karo jaanam na chhodege Ye daaman zamana chaahe chhute Baandhi hai jo dil me ab Ye dor zindagi bhar na tute Wada karo jaanam na chhodege Ye daaman zamana chaahe chhute Badale na ham tum Kabhi rut ye badalati rahe Do dilo ki ye baat Chalati hi rahe O aake bahaaro ki chhaanv Jaati rahe dhalati rahe Naa phire ye nazar Dil se dil na ruthe Zamana chaahe chhute Wada karo jaanam na chhodege Ye daaman zamana chaahe chhute Baandhi hai jo dil me ab Ye dor zindagi bhar na tute Wada karo jaanam na chhodege Ye daaman zamana chaahe chhute Hone dege na aisaa Ham kal ko zamana kahe Yun kare pyaar kaa Naam duniyaa yaad kare Hamape gire bijaliyaan Aandhi ke tufaan chale Haatho se ye teraa Aanchal ab na chhute Zamana chaahe chhute Wada karo jaanam na chhodege Ye daaman zamana chaahe chhute Baandhi hai jo dil me ab Ye dor zindagi bhar na tute Wada karo jaanam na chhodege Ye daaman zamana chaahe chhute Zamana chaahe chhute Zamana chaahe chhute
6PTn66QzyMC8qVV7vNMRXE,"Wada Karo - From ""Aa Gale Lag Jaa""",Someone Somewhere Is Made For You,01-01-2012,314706,0.633,0.389,0.699,2.26E-06,0.527,0.709,-5.05,0.0415,87.427,4,38,"O Thehro Meri Jaan Waada Karo Nahin Chhodogi Tum Mera Saath Jahan Tum Ho, Vahan Main Bhi Hoon Waada Karo Nahin Chhodogi Tum Mera Saath Jahan Tum Ho, Vahan Main Bhi Hoon Chhuo Nahin Dekho Zara Peechhe Rakho Haath Jawaan Tum Ho, Jawaan Main Bhi Hoon Chhuo Nahin Dekho Zara Peechhe Rakho Haath Jawaan Tum Ho, Jawaan Main Bhi Hoon Suno Meri Jaan, Hanske Mujhe Yeh Keh Do Bheege Labon Ki Narmi Mere Liye Hai Ho, Jawaan Nazar Ki Masti Mere Liye Hai Haseen Ada Ki Shokhi Mere Liye Hai Mere Liye Leke Aayi Ho Yeh Saugaat Jahan Tum Ho, Vahan Main Bhi Hoon Chhuo Nahin Dekho Zara Peechhe Rakho Haath Jawaan Tum Ho, Jawaan Main Bhi Hoon Mere Hi Peechhe Aakhir Pade Ho Tum Kyoon Ek Main Jawaan Nahin Hoon, Aur Bhi To Hai Oh, Mujhe Hi Ghere Aakhir Khade Ho Tum Kyoon Main Hi Yahan Nahin Hoon, Aur Bhi To Hai Jaao Jaake Le Lo Jo Bhi De De Tumhe Haath Jahan Sab Hai, Vahan Main Bhi Hoon Waada Karo Nahin Chhodogi Tum Mera Saath Jahan Tum Ho, Vahan Main Bhi Hoon La La La La La La La La La La Jawaan Kayi Hai, Lekin Jahan Mein Koi Tum Si Haseen Nahin Hai, Hum Kya Kare Oh, Tumhe Miloon Main Iska Tumhe Yakeen Hai Humko Yakeen Nahin Hai, Hum Kya Kare Aise Nahin Bhoolo Zara Dekho Aukaat Kisi Ka To Dena Hoga, De Do Mera Saath Jahan Tum Ho, Vahan Main Bhi Hoon Chhuo Nahin Dekho Zara Peechhe Rakho Haath Jawaan Tum Ho, Jawaan Main Bhi Hoon Jahan Tum Ho, Vahan Main Bhi Hoon La La La La, La La La La La La La La, La La La La"
7rqueVeYViqGpH6EGFljBO,Yaad Kiya Dil Ne,Patita,01-01-1953,254466,0.845,0.399,0.268,0.0082,0.492,0.351,-9.329,0.0313,106.426,4,46,Yaad kiya dil ne kahaan ho tum Jhumati bahaar hai kahaan ho tum Pyaar se pukaar lo jahaan ho tum Pyaar se pukaar lo jahaan ho tum O kho gaye ho aaj kis khayaal me O dil fasaa hai bebasi ke jaal me O kho gaye ho aaj kis khayaal me O dil fasaa hai bebasi ke jaal me Matalabi jahaan meharabaa ho tum Yaad kiya dil ne kahaan ho tum Pyaar se pukaar lo jahaan ho tum Pyaar se pukaar lo jahaan ho tum O raat dhal chuki hai subah ho gayi O mai tumhaari yaad leke kho gayi O raat dhal chuki hai subah ho gayi O mai tumhaari yaad leke kho gayi Ab to meri daastaan ho tum Yaad kiya dil ne kahaan ho tum Pyaar se pukaar lo jahaan ho tum Pyaar se pukaar lo jahaan ho tum O tum to mere zindagi ke baag ho O tum to meri raah ke chiraag ho O tum to mere zindagi ke baag ho O tum to meri raah ke chiraag ho Mere liye aasamaan ho tum Yaad kiya dil ne kahaan ho tum Pyaar se pukaar lo jahaan ho tum Pyaar se pukaar lo jahaan ho tum
4aAJROJ0LtJD9h2Ol6pOgv,Yaad Men Teri Jaag Jaag Ke Hum,Mere Mehboob,01-01-1963,267493,0.992,0.331,0.294,0.625,0.569,0.133,-11.783,0.0321,152.918,3,37,Yaad me teri jaag-jaag ke ham Raat bhar karavate badalate hai Har ghadi dil me teri ulfat ke Dhime dhime chiraag jalate hai Jabase tune nigaah pheri hai Din hai sunaa to raat adheri hai Chaand bhi ab najar nahi aata Ab sitaare bhi kam nikalate hai Yaad me teri jaag-jaag ke ham Raat bhar karavate badalate hai Lut gayi vo bahaar ki mahafil Chhut gayi hamase pyaar ki mazil Zindagi ki udaas raho me Teri yaado ke sath chalate hai Yaad me teri jaag-jaag ke ham Raat bhar karavate badalate hai Tujhako paakar hame bahaar mili Tujhase chhutakar magar ye baat khuli Baagabaan hi chaman ke phulo ko Apane pairo se khud masalate hai Yaad me teri jaag-jaag ke ham Raat bhar karavate badalate hai Kya kahe tujhase kyu hui duri Ham samajhate hai apani majaburi Tujhako maalum kya ke tere liye Dil ke gam aansuo me dhalate hai Yaad me teri jaag-jaag ke ham Raat bhar karavate badalate hai Har ghadi dil me teri ulfat ke Dhime dhime chiraag jalate hai
51WApTDfMI9PqHrgvKq0vJ,Yaad Rahega Pyar Ka,Umar Qaid,13-06-1975,324826,0.819,0.201,0.647,0.000234,0.448,0.0945,-7.461,0.0502,78.368,4,20,Yaad rahega pyar ka ye Rangin jamana yaad rahega Yaad rahega pyar ka ye Rangin jamana yaad rahega Is duniya mein choti si apni Duniya basana yaad rahega Ho yaad rahega pyar ka ye Rangin jamana yaad rahega Ek hai hum aur ek rahenge Sukh mein bhi aur dukh mein bhi Ho ek hai hum aur ek rahenge Sukh mein bhi aur dukh mein bhi Jab tak hai sanso ka bandhan Jab tak hai sanso ka bandhan Ye bandhan tute na kabhi Janam janam ye rasme nibhane ki Janam janam ye rasme nibhane ki Kasme khana yaad rahega Yaad rahega pyar ka ye Rangin jamana yaad rahega Apne jahaa mein madhur hasi ki Gunj kabhi na mand pade Apne jahaa mein madhur hasi ki Gunj kabhi na mand pade Jo bhi kadam badhta ho apna Jo bhi kadam badhta ho apna Ek duje ki aur bade Pyar mein jhum ke do sayo ka Pyar mein jhum ke do sayo ka Ek ho jana yaad rahega Yaad rahega pyar ka ye Rangin jamana yaad rahega Yaad rahega pyar ka ye Rangin jamana yaad rahega Is duniya mein chhoti si apni Duniya basana yaad rahega Ho yaad rahega pyar ka ye Rangin jamana yaad rahega
1vi4SYpDhUVf4R247VpzMv,Ye Dil Tum Bin Lagta Nahin,Izzat,01-01-1968,351506,0.814,0.403,0.316,0,0.578,0.0789,-12.482,0.0338,141.778,3,50,Yeh dil tum bin kahin lagta nahin Hum kya karein Yeh dil tum bin kahin lagta nahin Hum kya karein Tasavvur mein koi basta nahin Hum kya karein Tumhi keh do ab aye jaan-e-wafa Hum kya karein Lute dil mein diya jalta nahin Hum kya karein Tumhi keh do ab aye jaane-adaa Hum kya karein Yeh dil tum bin kahin lagta nahin Hum kya karein Kisi ke dil mein bas ke Dil ko tadpana nahin achchha Kisi ke dil mein bas ke Dil ko tadpana nahin achchha Nigahon ko jhalak de de ke Chhup jana nahin achchha Ummeedon ke khile gulshan ko Jhulsana nahin achchha Hamein tum bin koi janchta nahin Hum kya karein Tumhi keh do ab aye jaane-adaa Hum kya karein Lute dil mein diya jalta nahin Hum kya karein Mohabbat kar to lein lekin Mohabbat raas aaye bhi Mohabbat kar to lein lekin Mohabbat raas aaye bhi Dilon ko bojh lagte hain Kabhi zulfon ke saaye bhi Hazaaron gham hain is duniya mein Apne bhi paraaye bhi Mohabbat hi ka gham tanha nahin Hum kya karein Tumhi keh do ab aye jaan-e-adaa Hum kya karein Yeh dil tum bin kahin lagta nahin Hum kya karein Bujha do aag dil ki Ya ise khul kar hawa de do Bujha do aag dil ki Ya ise khul kar hawa de do Jo iska mol de paaye Use apni wafa de do Tumhare dil mein kya hai bas Hamein itna pata de do Ke ab tanha safar kat-ta nahin Hum kya karein Lute dil mein diya jalta nahin Hum kya karein Yeh dil tum bin kahin lagta nahin Hum kya karein
7hNPEn92S5nYct8UGilQN8,Yeh Dil Aur Unki Nigahon Ke Saye,Prem Parbat,01-01-1973,375760,0.929,0.504,0.282,0.000884,0.775,0.5,-14.943,0.0361,82.222,4,36,"Ye dil aaur un kee nigaahon ke saaye Muze gher lete hain baahon ke saaye Pahaadon ko chanchal kiran chumatee hai Hawaa har nadee kaa badan chumatee hai Yahaa se wahaa tak, hain chaahon ke saaye Lipatate ye pedon se baadal ghanere Ye pal pal ujaale, ye pal pal andhere Bahot thhande thhande, hain raahon ke saaye Dhadakate hain dil kitanee aazaadeeyon se Bahot milate julate hain in waadiyon se Mohabbat kee rangeen panaahon ke saaye"
7bTsObCsyCIFa5Z1frZmxA,Yeh Dil Diwana Hai,Ishq Par Zor Nahin,01-01-1970,269873,0.967,0.617,0.441,2.03E-06,0.512,0.151,-5.708,0.0488,140.317,3,29,Ye dil deewana hai Dil to deewana hai Deewana dil hai ye dil deewana Aa haa haa aa haa haa Ye dil deewana hai Dil to deewana hai Deewana dil hai ye dil deewana Aa haa haa Kaisaa bedardi hai Kaisaa bedardi hai Is ki to marzi hai Jab tak javaani hai Ye rut suhaani hai Nazaren judaa naa hon Armaan khafa naa hon Dilakash bahaaron mein Chhupake chanaaron mein Yuun hi sadaa ham tum Baithe rahen gumasum Vo bevafaa jo kahe Hamako jana hai Ye dil ye dil deewana hai Dil to deewana hai Deewana dil hai Ye dil deewana aa haa haa Bechain rahataa hai Bechain rahataa hai Chupake se kehata hai Mujhako dhadakane Do sholaa bhadakane do Kaanton mein kaliyon Mein saajan ki galiyon mein Pheraa lagaane do Chhodo bhi jaane do Kho to na jaauungaa Main laut aauungaa Dekhaa sune samajhe Achchhaa bahana hai Ye dil ye dil deewana hai Dil to deewana hai Deewana dil hai Ye dil deewana aa haa haa Saavan ke aate hi Saavan ke aate hi Baadal ke chhaate hi Phoolon ke mausam mein Phoolon ke mausam mein Chalate hi puravaai Milate hi tanhaai Ulajhaa ke baaton mein Kehata hai raaton mein Yaadon mein kho jaauun Jaldi se so jaauun Kyonke saanvariyaa ko Sapno mein aanaa hai Ye dil ye dil Ye dil deewana hai Dil to deewana hai Deewana dil hai Ye dil deewana aa haa haa Aa haa haa
5Ti8xdHplVf5iM3rddo7jm,Yeh Hariyali Aur Yeh Rasta,Hariyali Aur Rasta (Original Motion Picture Soundtrack),30-12-1961,314252,0.937,0.47,0.611,0.269,0.958,0.343,-7.613,0.0562,78.677,4,13,"ye hariyali or ye rasta, ye hariyali or ye rasta in raho par tera-mera jiwan bhar ka wasta ye hariyali or ye rasta, ye hariyali or ye rasta in raho par tera-mera jiwan bhar ka wasta ye hariyali or ye rasta phula-phala hai preet ka angana gati hu tere pyar ki rachna dil ki ye bate dil me na rakhna dil ki ye bate dil me na rakhna kah do jo kahna hai o more sajna ye hariyali or ye rasta, ye hariyali or ye rasta in raho par tera-mera jiwan bhar ka wasta ye hariyali or ye rasta tum rahte ho mere man me jaise ujala chand ke tan me jaise khusbu phul chaman me jaise khusbu phul chaman me jaise ye thandak hai mast pawan me ye hariyali or ye rasta, ye hariyali or ye rasta in raho par tera-mera jiwan bhar ka wasta ye hariyali or ye rasta aag ulfat ki dil me lagi hai dhire-dhire badti rahi pyasi koyaliya jalti rahi hai pyasi koyaliya jalti rahi hai jal-jal ke tujhse ye kahti rahi hai ye hariyali or ye rasta, ye hariyali or ye rasta in raho par tera-mera jiwan bhar ka wasta ye hariyali or ye rasta, ye hariyali or ye rasta"
2zN2Gj1ymGyG5FjZY70P1f,Yeh Kahan Aa Gaye Hum,Silsila,29-07-1981,474906,0.826,0.374,0.296,8.88E-05,0.318,0.197,-14.291,0.0348,100.986,4,50,"Main aur meri tanhai, aksar ye baate karate hai Tum hoti to kaisa hota Tum ye kahti, tum wo kahti Tum is baat pe hairaan hoti Tum us baat pe kitna hansti Tum hoti to aisa hota, tum hoti to waisa hota Main aur meri tanhaai, aksar ye baate karte hai Ye kahaan aa gaye ham, yu hi saath saath chalte Teri baaho me hai jaanam, mere jism-o-jaan pighalate Ye raat hai ya tumhari julfe khuli hui hai Hai chandani ya tumhari najro se meri raate dhuli hui hai Ye chand hai, ya tumhara kangan Sitaren hai, ya tumhaara anchal Hawa ka jhonka hai, ya tumhare badan ki khushabu Ye pattiyon ki hai sarasarahat Ki tum ne chupake se kuchh kaha hai Ye sochata hu, main kab se gumsum Ki jab ke, mujhko bhi ye khabar hai Ki tum nahin ho, kahin nahin ho Magar ye dil hai ke kah raha hai Tum yahin ho, yahin kahin ho Tu badan hai, main hun chhaaya, tu na ho to main kahan hu Mujhe pyaar karane waale, tu jahaan hai main wahaan hu Hame milna hi tha hamdam, kisi raah bhi nikalate Meri saans saans mahke, koi bhina bhina chandan Tera pyaar chandani hai, mera dil hai jaise angan Hui aur bhi mulayam, meri shaam dhalate dhalate Ye kahaan aa gaye ham, yu hi saath saath chalte Teri baaho me hai jaanam, mere jism-o-jaan pighalate Majabur ye halat, idhar bhi hai, udhar bhi Tanhaai ki ek raat, idhar bhi hai, udhar bhi Kahne ko bahot kuch hai magar kis se kahe ham Kab tak yun hi khaamosh rahe aur sahe ham Dil kahata hai duniya ki har ek rasm uthha de Diwaar jo ham dono me hai, aaj gira de Kyon dil me sulgate rahe, logon ko bata de Haan ham ko mohabbat hai, mohabbat hai, mohabbat Ab dil me yahi baat, idhar bhi hai, udhar bhi Ye kahaan aa gaye ham, yu hi saath saath chalte Teri baaho me hai jaanam, mere jism-o-jaan pighalate"
4yUkDVyF7y9y355iFXxAHK,Yeh Sham Ki Tanhaiyan,Aah (Original Motion Picture Soundtrack),01-12-1953,205680,0.482,0.553,0.314,2.64E-05,0.538,0.0679,-10.528,0.0304,102.802,4,14,"Ye shaam ki tanahaaiyaan, aise men tera gam Patte kahin khadke, hawa ai to chaunke ham Jis raah se tum ane ko the Usake nishaan bhi mitane lage Ae na tum sau-sau dafa, ae ge mausam Sine se laga teri yaad ko Roti rahi main raat ko Haalat pe meri chaand taare ro ge shabanam"
